Month,Make,AccidentArea,MonthClaimed,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P,RegistrationDate
Aug,Accura,Urban,Aug,Utility,69843,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Aug,Mazda,Urban,Apr,Sedan,23829,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Toyota,Urban,Jun,Sedan,28223,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Feb,Toyota,Urban,Feb,Sedan,33949,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Aug,Honda,Urban,Jul,Sedan,30748,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Pontiac,Urban,May,Sedan,20325,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Aug,Honda,Urban,Aug,Sedan,78781,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Pontiac,Urban,Mar,Sedan,24509,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Aug,Toyota,Rural,Aug,Sedan,11544,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Honda,Urban,May,Sedan,24564,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Oct,Honda,Urban,Oct,Sedan,24794,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Honda,Urban,Mar,Sedan,24141,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Aug,Mazda,Urban,Apr,Sedan,27024,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Sep,Toyota,Urban,Sep,Sedan,27627,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jan,Mazda,Urban,Jan,Sedan,22794,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Aug,Pontiac,Urban,Aug,Sedan,24478,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Pontiac,Urban,Aug,Sedan,13589,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Oct,Honda,Urban,Oct,Sedan,24557,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Oct,Chevrolet,Urban,Oct,Sedan,38658,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Sep,Chevrolet,Rural,Oct,Sedan,33359,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Oct,Toyota,Urban,Oct,Sedan,27155,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jan,Chevrolet,Urban,Jan,Sedan,30471,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Mazda,Urban,Mar,Sedan,20644,500,1,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,1 vehicle,All Perils,1,01:01.0
Jan,Accura,Urban,Jan,Sedan,76552,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jul,Pontiac,Urban,Aug,Sedan,3842,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Feb,Chevrolet,Urban,Feb,Sedan,21027,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Sep,Chevrolet,Rural,Oct,Sedan,28043,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Pontiac,Urban,Apr,Sedan,28171,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jan,Chevrolet,Urban,Jan,Sport,34208,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,1,01:01.0
Mar,Accura,Urban,Mar,Sedan,75810,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Toyota,Urban,Feb,Sedan,21259,400,2,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,1,01:01.0
May,Toyota,Urban,Jun,Sedan,12564,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Toyota,Urban,Mar,Sedan,22021,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Toyota,Urban,Jun,Sedan,12156,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jan,Pontiac,Urban,Feb,Sedan,21369,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Oct,Honda,Urban,Oct,Sedan,23743,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Nov,Toyota,Urban,Nov,Sedan,20594,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Accura,Urban,Jul,Utility,91641,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Honda,Urban,Mar,Sedan,77247,400,1,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Pontiac,Urban,May,Sedan,27555,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Feb,Honda,Urban,Mar,Sport,96809,400,2,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Dec,Pontiac,Urban,Dec,Sedan,33747,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Dec,Pontiac,Rural,Jan,Sedan,27818,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Honda,Urban,Jun,Sedan,26926,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Pontiac,Urban,May,Sedan,24442,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Feb,Pontiac,Urban,Feb,Sedan,83276,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Oct,Toyota,Urban,Oct,Sedan,28714,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Aug,Ford,Urban,Aug,Sedan,30108,400,1,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,1,01:01.0
Sep,Chevrolet,Rural,Oct,Sedan,26797,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jan,Mazda,Urban,Feb,Sedan,21387,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Sep,Mazda,Urban,Sep,Sedan,23387,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Pontiac,Urban,Mar,Sedan,22151,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Aug,Accura,Urban,Sep,Sedan,25608,700,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Sep,Pontiac,Urban,Sep,Sedan,20565,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jan,Toyota,Urban,Jan,Sedan,26593,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Feb,Honda,Urban,Feb,Sedan,37837,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Chevrolet,Urban,Apr,Sedan,33392,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Pontiac,Rural,Mar,Sedan,35623,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Feb,Honda,Urban,Oct,Sport,82037,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Accura,Urban,Jul,Utility,81865,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jan,Pontiac,Urban,Jan,Sedan,23400,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jul,Toyota,Urban,Jul,Sedan,25720,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jul,Toyota,Urban,Aug,Sedan,27856,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Sep,Honda,Urban,Sep,Sedan,26764,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Sep,Pontiac,Urban,Sep,Sedan,25541,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Aug,Accura,Urban,Sep,Utility,78648,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Feb,Pontiac,Rural,Mar,Sedan,32384,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Accura,Urban,May,Sedan,24447,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Aug,Toyota,Urban,Sep,Sedan,24929,700,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Feb,Toyota,Urban,Feb,Sedan,24991,500,2,more than 30,more than 30,2 to 4,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1,01:01.0
Apr,Pontiac,Urban,May,Sedan,27241,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jan,Pontiac,Urban,Apr,Sedan,25366,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Sep,Pontiac,Urban,Dec,Sedan,27857,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Aug,Honda,Urban,Jun,Sedan,25791,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Oct,Honda,Urban,Oct,Sedan,20738,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Dec,Honda,Urban,Jan,Sedan,24627,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Aug,Toyota,Urban,Mar,Sedan,20097,700,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Feb,Pontiac,Urban,Feb,Sedan,26780,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Accura,Urban,Apr,Utility,88731,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Toyota,Rural,Jun,Sedan,23146,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jan,Pontiac,Urban,Jan,Sedan,28514,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Oct,Honda,Urban,Nov,Sedan,27340,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Feb,Honda,Urban,Mar,Sedan,20636,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Honda,Urban,Mar,Sport,24970,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,1,01:01.0
Feb,Mazda,Urban,Feb,Sedan,27748,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Oct,Accura,Urban,Oct,Sedan,99433,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Mazda,Urban,May,Sedan,28654,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jan,Toyota,Urban,Jan,Sedan,24122,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Sep,Pontiac,Urban,Sep,Sedan,28245,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Pontiac,Urban,Dec,Sedan,36646,500,2,more than 30,more than 30,2 to 4,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1,01:01.0
Feb,Mazda,Rural,Feb,Sedan,22504,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Toyota,Urban,Apr,Sedan,28239,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Nov,Toyota,Urban,Nov,Sedan,22573,354,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Toyota,Urban,Apr,Sedan,27762,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Mazda,Urban,Mar,Sedan,21779,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Mazda,Urban,Mar,Sedan,32647,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Sep,Toyota,Urban,Sep,Sedan,5067,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Honda,Urban,Jun,Sedan,22422,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Sep,Honda,Urban,Sep,Sport,88252,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Toyota,Urban,Jun,Sedan,908,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jan,Saab,Urban,Jan,Sedan,49341,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,79756,500,4,more than 30,more than 30,none,over 25,,No,External,2 to 3 years,1 vehicle,All Perils,1,01:01.0
Mar,Toyota,Urban,Feb,Sedan,37481,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,1,01:01.0
Dec,Toyota,Urban,Feb,Sedan,23695,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Feb,Pontiac,Urban,Mar,Sedan,33205,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Pontiac,Urban,May,Sedan,27447,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jul,Honda,Urban,Aug,Sedan,32987,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Nov,Pontiac,Urban,Nov,Sedan,21120,500,3,more than 30,more than 30,none,over 25,No,No,External,2 to 3 years,1 vehicle,All Perils,1,01:01.0
Mar,Honda,Urban,Jul,Sedan,22718,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Oct,Honda,Urban,Oct,Sedan,20207,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Toyota,Urban,Mar,Sedan,23813,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Toyota,Urban,Jun,Sedan,28797,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Chevrolet,Urban,Jun,Sedan,30833,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Aug,Pontiac,Urban,Aug,Sedan,21263,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Honda,Urban,May,Sedan,28142,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Aug,Toyota,Urban,Aug,Sedan,27881,500,4,more than 30,more than 30,1,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1,01:01.0
Mar,Pontiac,Urban,Mar,Sedan,25881,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Honda,Urban,Jun,Sedan,24541,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Oct,Accura,Urban,Oct,Sedan,81626,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Feb,Honda,Urban,Mar,Sedan,22809,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Sep,Toyota,Urban,Sep,Sedan,1674,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Toyota,Urban,Apr,Sedan,73,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jan,Pontiac,Urban,Jan,Sedan,20982,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Aug,Honda,Urban,Aug,Sedan,28219,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Toyota,Urban,Jun,Sedan,24405,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Toyota,Urban,Apr,Sedan,16541,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Honda,Urban,Apr,Sport,91259,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Dec,Pontiac,Urban,Oct,Sedan,33592,500,1,more than 30,more than 30,2 to 4,over 25,No,No,External,2 to 3 years,1 vehicle,Collision,1,01:01.0
Aug,Pontiac,Urban,Aug,Sedan,33219,400,3,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Feb,Pontiac,Rural,Oct,Sedan,33302,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Honda,Urban,May,Sedan,27911,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jul,Honda,Urban,Jan,Sport,81400,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Toyota,Urban,Mar,Sedan,22446,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jan,Pontiac,Urban,Jan,Sedan,28958,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Dec,Toyota,Urban,Dec,Sedan,36901,400,,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Accura,Urban,Mar,Sedan,34937,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Oct,Honda,Urban,Oct,Sedan,28587,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Pontiac,Urban,Jun,Sedan,6476,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Sep,Toyota,Urban,Mar,Sedan,24134,700,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Sep,Pontiac,Urban,Sep,Sedan,27548,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Sep,Mazda,Urban,Sep,Sedan,28056,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jul,Toyota,Urban,Aug,Sedan,26474,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Dec,Pontiac,Urban,Feb,Sedan,5131,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Feb,Honda,Urban,Feb,Sport,89069,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Toyota,Urban,Jun,Sedan,27352,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Feb,Toyota,Urban,Feb,Sedan,15258,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Feb,Pontiac,Rural,Mar,Sedan,33045,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Feb,Pontiac,Urban,Feb,Sedan,85244,400,2,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jan,Accura,Urban,Feb,Sedan,33773,400,2,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Oct,Chevrolet,Urban,Oct,Sedan,23002,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Feb,Toyota,Urban,Feb,Sedan,35810,400,4,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Toyota,Urban,Mar,Sedan,23992,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Aug,VW,Urban,Aug,Sedan,37751,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,1,01:01.0
Feb,Honda,Urban,Feb,Sedan,32632,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Aug,Toyota,Urban,Apr,Sedan,22196,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,,Urban,Jun,Sedan,5035,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Toyota,Urban,Mar,Sedan,15769,400,1,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Chevrolet,Urban,Apr,Sedan,33484,400,2,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Honda,Urban,Apr,Sport,90290,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Mazda,Urban,Apr,Sedan,27488,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Dec,Chevrolet,Urban,Jan,Sedan,27994,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Chevrolet,Urban,Mar,Sedan,23877,700,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Toyota,Urban,Aug,Sedan,93810,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Feb,Pontiac,Urban,Mar,Sedan,20115,500,1,more than 30,more than 30,2 to 4,over 25,,No,External,2 to 3 years,1 vehicle,All Perils,1,01:01.0
May,Chevrolet,Urban,Jun,Sedan,26529,400,2,more than 30,more than 30,none,over 25,,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jan,Mazda,Urban,Feb,Sedan,24403,400,4,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Oct,Pontiac,Urban,Oct,Sedan,36226,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,1,01:01.0
Apr,Chevrolet,Urban,Jul,Sedan,31164,400,1,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Jun,Pontiac,Urban,Jan,Sedan,26906,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Oct,Pontiac,Urban,Jan,Sedan,21305,400,3,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Apr,Chevrolet,Urban,Apr,Sedan,30677,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Honda,Urban,May,Sedan,21607,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Honda,Urban,May,Sedan,25999,400,3,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Sep,Toyota,Urban,Oct,Sedan,31749,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Apr,Pontiac,Rural,May,Sedan,28122,400,4,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Sep,Honda,Urban,Sep,Sedan,17377,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Mazda,Urban,Jun,Sedan,20577,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Dec,Pontiac,Urban,Jan,Sedan,27108,400,3,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jan,Pontiac,Urban,Jan,Sedan,25347,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
May,Accura,Urban,May,Sedan,21213,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Mar,Mazda,Urban,Mar,Sedan,22701,400,2,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
May,Pontiac,Urban,May,Sedan,22381,400,1,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,1,01:01.0
Mar,Honda,Urban,Jan,Sedan,85789,400,3,more than 30,more than 30,none,25 and under,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Jun,Mazda,Urban,Jun,Sedan,23022,400,1,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
Aug,Chevrolet,Urban,Aug,Sedan,24835,400,4,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,1,01:01.0
