Month,Make,AccidentArea,MonthClaimed,Sex,MaritalStatus,Fault,VehicleCategory,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,AddressChange_Claim,NumberOfCars,BasePolicy,FraudFound_P,PolicyNumber,Year,RegistrationDate
Jul,Honda,Urban,Aug,,Married,Policy Holder,Sedan,43465,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,996050876,2023,2016-06-17 00:01:01.000001
Jul,Mazda,Urban,Jul,Male,Single,Policy Holder,Sport,37618,400.0,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,211791149,2023,2018-12-20 00:01:01.000001
Jun,Pontiac,Urban,Jun,Male,Married,Third Party,Sedan,22919,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,688070927,2023,2017-11-05 00:01:01.000001
Jun,Chevrolet,Urban,Jun,Female,Married,Policy Holder,Sedan,71019,400.0,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,643956894,2023,2017-12-07 00:01:01.000001
Aug,Pontiac,Urban,Sep,Male,Married,Third Party,Sedan,28282,400.0,3.0,1 to 7,more than 30,1,over 25,Yes,Yes,External,no change,1 vehicle,Collision,0.0,360392908,2023,2016-05-16 00:01:01.000001
Jun,Honda,Urban,Jun,Female,Married,Policy Holder,Sport,24795,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0.0,706039629,2023,2017-07-31 00:01:01.000001
Jun,Mazda,Urban,Jun,Female,Single,Policy Holder,Sport,32150,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,992318034,2023,2018-06-06 00:01:01.000001
Jun,Ford,Urban,Jun,Male,Married,Policy Holder,Utility,97064,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,244907070,2023,2017-06-13 00:01:01.000001
Jun,Toyota,Urban,Jun,Male,Married,Policy Holder,Sport,28658,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,3 to 4,Liability,0.0,222946319,2023,2017-04-22 00:01:01.000001
Jun,Honda,Urban,Jun,Male,Married,Third Party,Sedan,28268,700.0,,more than 30,more than 30,none,over 25,No,No,External,1 year,1 vehicle,All Perils,0.0,919743365,2023,2016-09-26 00:01:01.000001
Jun,Pontiac,Urban,Jun,Male,Married,Policy Holder,Sedan,30992,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,527357155,2023,2017-09-21 00:01:01.000001
May,Mazda,Urban,May,Female,Married,Policy Holder,Sedan,28906,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,564622153,2023,2018-04-16 00:01:01.000001
Apr,Pontiac,Rural,May,Male,Single,Policy Holder,Sport,21773,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,827367400,2023,2019-01-28 00:01:01.000001
Apr,Toyota,Rural,Apr,Male,Single,Policy Holder,Sport,25903,400.0,3.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,402919804,2023,2017-12-10 00:01:01.000001
Apr,Toyota,Urban,Apr,Male,Single,Policy Holder,Sedan,22558,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,554017682,2023,2018-07-17 00:01:01.000001
Apr,Honda,Urban,Apr,Female,Single,Policy Holder,Sport,88382,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,Liability,0.0,983382295,2023,2019-06-14 00:01:01.000001
Apr,Chevrolet,Urban,Apr,Female,Married,Policy Holder,Sport,77808,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,630009050,2023,2017-11-25 00:01:01.000001
Apr,Pontiac,Urban,Apr,Male,Married,Third Party,Sedan,12980,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,893666880,2023,2017-05-11 00:01:01.000001
Apr,Mazda,Urban,Apr,Male,Married,Third Party,Sport,30392,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,866947643,2023,2020-01-23 00:01:01.000001
Aug,Honda,Rural,Sep,Male,Single,Third Party,Sedan,26421,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,735270738,2023,2021-02-28 00:01:01.000001
Apr,Toyota,Urban,Apr,Female,Single,Policy Holder,Sedan,24728,400.0,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,632577520,2023,2018-08-04 00:01:01.000001
Apr,Pontiac,Urban,Apr,Female,Married,Policy Holder,Sport,32204,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,479675554,2023,2016-10-25 00:01:01.000001
Apr,Mazda,Urban,Apr,Male,Single,Policy Holder,Sport,20785,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,734230040,2023,2018-06-29 00:01:01.000001
Mar,Pontiac,Urban,Apr,Male,Married,Third Party,Sedan,35806,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,590562937,2023,2016-01-28 00:01:01.000001
Mar,Toyota,Urban,May,Male,Single,Policy Holder,Sedan,2949,400.0,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,896698319,2023,2021-02-13 00:01:01.000001
Mar,Honda,Urban,Apr,Male,Married,Policy Holder,Sedan,34257,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,246887387,2023,2016-02-04 00:01:01.000001
Mar,Honda,Urban,Mar,Male,Married,Policy Holder,Sedan,83116,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,954929736,2023,2017-11-19 00:01:01.000001
Aug,Pontiac,Urban,Aug,Male,Married,Third Party,Sedan,16913,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,346621014,2023,2017-10-23 00:01:01.000001
Feb,Pontiac,Urban,Feb,Male,Married,Policy Holder,Sport,20216,400.0,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,241878141,2023,2017-01-07 00:01:01.000001
Feb,Honda,Urban,Feb,Male,Married,Policy Holder,Sport,28016,400.0,3.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,5 to 8,Liability,0.0,993730001,2023,2017-09-06 00:01:01.000001
Feb,Pontiac,Rural,Feb,Male,Married,Policy Holder,Sedan,22643,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,702427996,2023,2017-09-14 00:01:01.000001
Feb,Pontiac,Urban,Feb,Male,Married,Policy Holder,Sport,27678,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,824774142,2023,2017-10-07 00:01:01.000001
Aug,Ford,Urban,Aug,Male,Married,Third Party,Sedan,43037,400.0,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,217536802,2023,2019-07-19 00:01:01.000001
Oct,Pontiac,Urban,Jan,Male,Married,Policy Holder,Sedan,25418,400.0,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,564451126,2023,2016-03-09 00:01:01.000001
May,Pontiac,Urban,May,Male,Married,Policy Holder,Sedan,21987,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,355014157,2023,2016-02-28 00:01:01.000001
Jul,Mazda,Urban,Jul,Male,Single,Policy Holder,Sport,30143,400.0,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,966388440,2023,2018-02-11 00:01:01.000001
Aug,Saturn,Urban,Sep,Male,Married,Policy Holder,Sedan,38285,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,443590668,2023,2017-01-06 00:01:01.000001
Jul,Pontiac,Rural,Jul,Female,Married,Policy Holder,Sport,49118,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,770725053,2023,2018-03-08 00:01:01.000001
Nov,Toyota,Urban,Nov,Female,Married,Policy Holder,Sport,24080,400.0,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,379409071,2023,2016-02-15 00:01:01.000001
Nov,Honda,Urban,Nov,Male,Married,Third Party,Sedan,26807,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,,676287677,2023,2016-02-05 00:01:01.000001
Jul,Chevrolet,Rural,Jul,Male,Married,Policy Holder,Sport,33497,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,178575705,2023,2017-11-20 00:01:01.000001
Jun,Mazda,Urban,Jun,Male,Married,Policy Holder,Sedan,25459,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,191581087,2023,2016-06-25 00:01:01.000001
Oct,Toyota,Rural,Oct,Male,Married,Policy Holder,Sedan,81152,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,313043992,2023,2018-02-18 00:01:01.000001
Aug,Toyota,Rural,Aug,Male,Single,Third Party,Sedan,18410,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,All Perils,0.0,646038844,2023,2019-03-15 00:01:01.000001
Apr,Toyota,Urban,Apr,Male,Married,Policy Holder,Sport,87882,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,502883184,2023,2016-10-05 00:01:01.000001
Dec,Mazda,Urban,Dec,Male,Married,Policy Holder,Sport,27128,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,849277825,2023,2017-01-29 00:01:01.000001
Aug,Pontiac,Rural,Sep,Male,Single,Third Party,Sedan,31825,400.0,1.0,more than 30,more than 30,1,over 25,Yes,Yes,External,no change,1 vehicle,Collision,0.0,537095326,2023,2017-09-19 00:01:01.000001
Sep,Toyota,Urban,Sep,Male,Married,Third Party,Sport,79441,400.0,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,688290248,2023,2016-05-09 00:01:01.000001
Apr,Mazda,Urban,May,Male,Single,Policy Holder,Sedan,38752,400.0,2.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,240514277,2023,2018-07-01 00:01:01.000001
Jul,Pontiac,Urban,Jul,Male,Single,Policy Holder,Sedan,23078,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,389460992,2023,2017-09-07 00:01:01.000001
Jul,Pontiac,Urban,Jul,Male,Married,Policy Holder,Sedan,28730,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,715094914,2023,2016-11-22 00:01:01.000001
Oct,Toyota,Urban,Oct,Male,Single,Policy Holder,Sedan,27311,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,989429537,2023,2017-03-05 00:01:01.000001
Aug,Pontiac,Urban,Aug,Male,Single,Third Party,Sedan,18395,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,0.0,409994303,2023,2021-12-22 00:01:01.000001
Aug,Toyota,Rural,Aug,Male,Widow,Policy Holder,Sport,83295,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,598669564,2023,2016-10-27 00:01:01.000001
Mar,Toyota,Urban,Mar,Male,Married,Policy Holder,Sport,38356,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,557600579,2023,2017-08-07 00:01:01.000001
Oct,Pontiac,Urban,Oct,Male,Single,Policy Holder,Sedan,19453,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,926258443,2023,2018-12-16 00:01:01.000001
Apr,Chevrolet,Urban,Jul,Male,Married,Policy Holder,Sport,48402,400.0,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,405952214,2023,2017-10-13 00:01:01.000001
Jan,Chevrolet,Urban,Jan,Male,Single,Policy Holder,Sport,31493,400.0,3.0,15 to 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,863501839,2023,2018-02-14 00:01:01.000001
Dec,Toyota,Urban,Jan,Male,Married,Policy Holder,Sedan,24081,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,658703159,2023,2016-11-02 00:01:01.000001
Jan,Chevrolet,Urban,Jan,Male,Married,Policy Holder,Sport,34162,400.0,4.0,8 to 15,8 to 15,none,over 25,No,No,External,no change,1 vehicle,Liability,0.0,877491666,2023,2017-07-26 00:01:01.000001
May,Pontiac,Urban,May,Male,Married,Third Party,Sedan,26180,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,450129786,2023,2016-07-04 00:01:01.000001
Apr,Honda,Urban,Apr,Female,Single,Third Party,Sport,22333,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,204527956,2023,2017-11-14 00:01:01.000001
Apr,Pontiac,Rural,Apr,Male,Married,Third Party,Sport,28741,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,445051746,2023,2017-08-20 00:01:01.000001
Aug,Mazda,Urban,Sep,Male,Married,Policy Holder,Sedan,21305,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,343815005,2023,2017-11-20 00:01:01.000001
Sep,Chevrolet,Urban,Sep,Male,Single,Policy Holder,Sedan,31143,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,571603227,2023,2017-12-12 00:01:01.000001
Sep,Honda,Urban,Oct,Male,Married,Policy Holder,Sedan,31921,700.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,608133581,2023,2016-02-24 00:01:01.000001
Aug,Mazda,Urban,Aug,Male,Married,Policy Holder,Sport,36371,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,183558669,2023,2017-02-03 00:01:01.000001
Sep,Ford,Urban,Sep,Male,Married,Third Party,Sedan,4979,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,195596969,2023,2017-07-19 00:01:01.000001
Sep,Toyota,Urban,Sep,Male,Married,Policy Holder,Sedan,25541,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,509996665,2023,2017-09-22 00:01:01.000001
Sep,Toyota,Urban,Sep,Male,Married,Policy Holder,Sedan,14433,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,351249141,2023,2016-01-18 00:01:01.000001
Jan,Pontiac,Urban,Jan,Male,Married,Policy Holder,Sedan,34891,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,776351570,2023,2016-10-18 00:01:01.000001
Mar,Ford,Urban,Mar,Male,Married,Policy Holder,Sedan,58173,400.0,4.0,more than 30,more than 30,none,over 25,Yes,No,External,no change,1 vehicle,Collision,0.0,376668368,2023,2019-07-25 00:01:01.000001
Mar,Pontiac,Urban,Mar,Male,Married,Policy Holder,Sedan,21102,400.0,3.0,more than 30,more than 30,2 to 4,over 25,Yes,No,External,no change,1 vehicle,All Perils,0.0,661263021,2023,2016-08-18 00:01:01.000001
Mar,Pontiac,Urban,Mar,Female,Married,Policy Holder,Sedan,24954,400.0,4.0,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,Collision,0.0,771633547,2023,2017-04-15 00:01:01.000001
May,Pontiac,Urban,May,MALE,Married,Third Party,Sport,24058,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,718252222,2023,2017-07-09 00:01:01.000001
Jun,Toyota,Urban,Jun,Male,Married,Policy Holder,Sport,30137,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,968340368,2023,2016-05-21 00:01:01.000001
Jun,Pontiac,Urban,Jul,Female,Married,Policy Holder,Sport,36279,500.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,2 to 3 years,1 vehicle,Liability,0.0,312723843,2023,2017-06-04 00:01:01.000001
Jul,Pontiac,Urban,Jul,Male,Married,Policy Holder,Sport,31564,400.0,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,215945538,2023,2016-10-25 00:01:01.000001
Nov,Honda,Urban,Nov,Female,Single,Policy Holder,Sport,78287,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,823939248,2023,2017-02-04 00:01:01.000001
Nov,Mazda,Urban,Nov,Male,Married,Policy Holder,Sport,12827,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,797791614,2023,2016-08-17 00:01:01.000001
Nov,Toyota,Urban,Nov,Male,Married,Third Party,Sedan,36137,400.0,4.0,more than 30,more than 30,1,over 25,No,,External,no change,1 vehicle,All Perils,0.0,153708929,2023,2016-08-24 00:01:01.000001
Nov,VW,Urban,Nov,Male,Married,Third Party,Sport,46192,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,377300708,2023,2016-08-16 00:01:01.000001
Oct,Toyota,Urban,Nov,Male,Married,Third Party,Sedan,8537,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,358116481,2023,2016-08-20 00:01:01.000001
Oct,Honda,Rural,Oct,Male,Married,Third Party,Sedan,31789,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,3 to 4,Collision,0.0,250291961,2023,2017-01-07 00:01:01.000001
Jul,Pontiac,Urban,Jul,Male,Single,Third Party,Sedan,30256,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,535415973,2023,2018-12-07 00:01:01.000001
Jul,Dodge,Urban,Jul,Male,Single,Policy Holder,Sport,30574,400.0,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,274998685,2023,2017-07-01 00:01:01.000001
Jul,Chevrolet,Urban,Jul,Male,Married,Policy Holder,Sport,99823,400.0,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,558929758,2023,2017-02-20 00:01:01.000001
Jun,Chevrolet,Rural,Jun,Male,Married,Third Party,Sedan,21543,400.0,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,226805135,2023,2017-08-27 00:01:01.000001
Jun,Honda,Urban,Jun,Male,Married,Policy Holder,Sport,32714,400.0,4.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,198963856,2023,2018-01-03 00:01:01.000001
Aug,Toyota,Urban,Aug,Male,Single,Third Party,Sedan,20353,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,250695612,2023,2018-10-29 00:01:01.000001
Jun,Toyota,Urban,Jun,Female,Married,Policy Holder,Sedan,26496,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,923031418,2023,2017-03-09 00:01:01.000001
Apr,Toyota,Rural,May,Male,Married,Policy Holder,Sedan,33858,400.0,3.0,more than 30,more than 30,none,over 25,No,No,Internal,no change,1 vehicle,Collision,0.0,575247024,2023,2019-06-03 00:01:01.000001
Apr,VW,Urban,Apr,Male,Married,Policy Holder,Sedan,71828,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,924532755,2023,2016-08-31 00:01:01.000001
Mar,Honda,Urban,Mar,Male,Single,Policy Holder,Sport,86105,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,1 year,2 vehicles,Collision,0.0,158807600,2023,2017-02-23 00:01:01.000001
Mar,Mazda,Urban,Mar,Male,Single,Third Party,Sedan,28480,400.0,3.0,15 to 30,more than 30,1,25 and under,No,No,External,no change,1 vehicle,All Perils,0.0,101320208,2023,2021-06-16 00:01:01.000001
Mar,Toyota,Urban,Mar,Male,Single,Policy Holder,Sedan,77705,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,364714039,2023,2018-12-19 00:01:01.000001
Mar,Honda,Urban,Mar,Male,Married,Policy Holder,Sedan,27363,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,965431097,2023,2020-01-05 00:01:01.000001
Feb,Dodge,Urban,Mar,Male,Married,Policy Holder,Sedan,22294,400.0,4.0,more than 30,more than 30,none,over 25,No,No,External,no change,5 to 8,Collision,0.0,212717695,2023,2016-03-12 00:01:01.000001
Feb,Mazda,Urban,Feb,Male,Married,Policy Holder,Sport,22367,400.0,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,848176714,2023,2016-03-09 00:01:01.000001
Feb,Chevrolet,Urban,Feb,Male,Married,Policy Holder,Sport,41659,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,133929510,2023,2017-12-01 00:01:01.000001
Dec,Mazda,Urban,Dec,Male,Single,Third Party,Sport,96327,400.0,1.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,677154316,2023,2018-05-30 00:01:01.000001
Nov,Toyota,Urban,Nov,Female,Married,Policy Holder,Sport,34239,400.0,2.0,more than 30,more than 30,1,over 25,Yes,No,External,no change,1 vehicle,Liability,0.0,827149156,2023,2019-08-28 00:01:01.000001
Oct,Pontiac,Urban,Nov,MALE,Married,Policy Holder,Utility,69824,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,685727121,2023,2018-04-07 00:01:01.000001
Oct,Honda,Urban,Oct,Male,Married,Third Party,Sedan,24990,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,315114780,2023,2018-10-17 00:01:01.000001
Oct,Honda,Urban,Oct,Male,Married,Third Party,Sport,21039,400.0,1.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Liability,0.0,678225155,2023,2017-06-15 00:01:01.000001
Sep,Pontiac,Urban,Sep,Male,Married,Third Party,Sedan,22875,400.0,4.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,494583272,2023,2016-03-14 00:01:01.000001
Jul,Honda,Rural,Jul,Male,Single,Policy Holder,Sport,20777,400.0,3.0,8 to 15,15 to 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,712887749,2023,2019-03-22 00:01:01.000001
Jul,Pontiac,Urban,Jul,Male,Married,Third Party,Sport,23269,400.0,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,348033998,2023,2018-11-13 00:01:01.000001
Jun,Toyota,Urban,Jun,Male,Married,Policy Holder,Sport,23108,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Liability,0.0,421244112,2023,2018-01-25 00:01:01.000001
May,Toyota,Urban,May,Male,Married,Third Party,Sedan,25360,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,614222483,2023,2016-08-09 00:01:01.000001
May,Mazda,Urban,May,Male,Married,Policy Holder,Sedan,24137,400.0,1.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,Collision,0.0,866779088,2023,2018-01-01 00:01:01.000001
Mar,Dodge,Urban,Apr,Male,Single,Third Party,Sedan,33990,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,651916511,2023,2017-01-07 00:01:01.000001
Mar,Pontiac,Urban,Mar,Male,Married,Policy Holder,Sedan,24704,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,321337848,2023,2016-10-01 00:01:01.000001
Mar,Toyota,Urban,Mar,Male,Married,Policy Holder,Sedan,27705,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Collision,0.0,513599606,2023,2017-11-05 00:01:01.000001
Mar,Toyota,Urban,Mar,Female,Single,Third Party,Sedan,9409,400.0,2.0,more than 30,more than 30,1,over 25,No,No,External,4 to 8 years,2 vehicles,All Perils,0.0,665466332,2023,2019-03-03 00:01:01.000001
Mar,Mazda,Urban,Mar,Female,Married,Third Party,Sedan,24610,400.0,2.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,Collision,0.0,642565230,2023,2017-08-22 00:01:01.000001
Feb,Pontiac,Urban,Mar,Female,Single,Policy Holder,Sport,26346,400.0,2.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,796143907,2023,2016-08-01 00:01:01.000001
Feb,Mazda,Urban,Feb,Female,Married,Policy Holder,Sport,38946,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,995037660,2023,2018-07-16 00:01:01.000001
Feb,Toyota,Rural,Feb,Female,Married,Policy Holder,Sport,97817,400.0,1.0,more than 30,more than 30,more than 4,over 25,No,No,External,no change,1 vehicle,Liability,0.0,352253249,2023,2016-02-14 00:01:01.000001
Jan,Honda,Urban,Jan,Male,Single,Policy Holder,Sport,86429,400.0,4.0,more than 30,more than 30,2 to 4,25 and under,No,No,External,no change,1 vehicle,Liability,0.0,936587149,2023,2023-02-01 00:01:01.000001
Mar,Chevrolet,Rural,Oct,Male,Married,Policy Holder,Sedan,20712,400.0,3.0,more than 30,more than 30,1,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,886651324,2023,2016-01-10 00:01:01.000001
Apr,Toyota,Urban,Apr,Female,Single,Third Party,Sedan,16895,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,704868690,2023,2018-11-21 00:01:01.000001
Oct,Toyota,Urban,Oct,Male,Married,Third Party,Sedan,25968,400.0,3.0,more than 30,more than 30,none,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,501699688,2023,2016-10-10 00:01:01.000001
Jul,VW,Urban,Jul,Male,Married,Policy Holder,Sedan,58559,400.0,4.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,3 to 4,Collision,0.0,783353259,2023,2017-09-16 00:01:01.000001
Oct,Accura,Urban,Nov,Male,Married,Policy Holder,Sedan,23933,400.0,3.0,more than 30,more than 30,2 to 4,over 25,No,No,External,no change,1 vehicle,All Perils,0.0,244289150,2023,2017-01-25 00:01:01.000001
